A,B,C,D,E,F,G,J,K,price
38.13,A,G,19,7613.7,6642.0,535.05,120,636,109593
38.13,A,G,19,7601.4,6642.0,536.2800000000001,22,1477,109593
38.13,A,G,19,7503.0,7011.0,541.2,42,1415,109593
38.13,A,G,19,7589.1,6888.0,533.8199999999999,67,1521,109593
38.13,A,G,19,7626.0,6642.0,536.2800000000001,75,576,109593
38.13,A,G,19,7589.1,6765.0,536.2800000000001,-38,323,109593
38.13,A,G,19,7576.8,6765.0,537.51,-87,465,109593
38.13,A,G,19,7539.9,6888.0,538.74,142,182,109593
38.13,A,G,19,7638.3,6642.0,536.2800000000001,41,1716,109593
38.13,A,G,19,7539.9,7011.0,539.9699999999999,-62,1799,109593
38.13,A,G,19,7638.3,6642.0,538.74,84,1131,109593
38.13,A,G,19,7404.6,7257.0,537.51,-42,1682,109593
38.13,A,G,19,7613.7,6519.0,536.2800000000001,-71,1300,109593
38.13,A,G,19,7589.1,6642.0,538.74,-11,405,109593
38.13,A,G,19,7638.3,6642.0,535.05,39,774,109593
38.13,A,G,19,7503.0,7011.0,536.2800000000001,42,1701,109593
38.13,A,G,19,7527.6,6888.0,536.2800000000001,-13,897,109593
38.13,A,G,19,7527.6,6765.0,541.2,25,634,109593
52.89,C,G,10,7601.4,7466.1,590.4,-88,1379,109593
56.580000000000005,C,E,5,7835.1,7134.0,595.3199999999999,151,718,109593
40.59,A,I,19,7638.3,6765.0,546.12,16,1450,109593
54.12,D,J,4,7761.3,7011.0,599.01,19,231,109593
54.12,B,J,4,7613.7,7011.0,602.7,84,200,109593
54.12,D,J,4,7773.6,7011.0,597.7800000000001,-32,1797,109593
40.59,B,I,19,7626.0,7134.0,548.58,-4,1572,109593
40.59,A,I,19,7576.8,6765.0,549.81,-67,741,109593
40.59,B,I,19,7638.3,7134.0,544.89,146,861,109593
40.59,A,I,19,7650.6,6888.0,547.35,52,306,109593
40.59,A,I,19,7552.2,6888.0,547.35,70,161,109593
44.28,A,G,22,7380.0,6888.0,573.1800000000001,-54,1393,109716
39.36,A,E,22,7527.6,6765.0,541.2,-53,605,109716
39.36,A,E,22,7527.6,6765.0,542.4300000000001,-21,1087,109716
36.9,A,F,19,7478.4,6888.0,535.05,-40,1040,109716
36.9,A,F,19,7490.7,6888.0,531.36,78,938,109716
50.43,C,H,22,7699.8,7626.0,578.1,17,1610,109716
40.59,D,E,9,7355.4,7220.1,549.81,99,480,109839
40.59,A,D,9,7589.1,6765.0,548.58,49,759,109839
40.59,A,F,22,7613.7,6765.0,544.89,9,845,109839
40.59,A,F,22,7552.2,6765.0,549.81,-2,1846,109839
40.59,A,F,22,7539.9,6765.0,548.58,-83,675,109839
40.59,A,F,22,7515.3,6888.0,547.35,82,1226,109839
40.59,A,F,22,7589.1,6642.0,548.58,-11,353,109839
56.580000000000005,A,I,10,7650.6,6728.1,608.85,-54,888,109839
41.82,B,E,10,7712.1,6888.0,554.73,31,361,109839
41.82,C,H,22,7872.0,7011.0,544.89,70,993,109839
71.33999999999999,D,F,41,8093.4,6888.0,643.2900000000001,-87,1395,109839
71.33999999999999,D,F,41,8154.9,6765.0,637.14,20,1355,109839
44.28,D,E,4,7453.8,7134.0,567.0300000000001,43,786,109962
47.97,A,F,4,7490.7,6888.0,575.64,129,1462,109962
47.97,B,F,4,7589.1,7134.0,576.87,-39,496,109962
52.89,D,E,5,7798.2,6888.0,592.86,-41,449,109962
46.74,A,H,22,7662.9,6555.9,569.49,-90,445,109962
45.51,B,F,10,7281.6,7503.0,576.87,14,1674,109962
45.51,B,F,10,7343.1,7626.0,578.1,-77,101,109962
45.51,B,F,10,7441.5,7257.0,574.41,107,742,109962
49.2,D,F,4,7761.3,6888.0,575.64,-73,1671,110085
47.97,D,F,4,7835.1,7011.0,569.49,-16,452,110085
36.9,A,E,22,7441.5,7011.0,533.8199999999999,-70,1639,110085
41.82,A,G,22,7687.5,6519.0,549.81,14,1084,110085
36.9,B,E,22,7380.0,7380.0,535.05,87,1185,110085
36.9,D,G,19,7736.7,7134.0,517.83,-12,1102,110085
36.9,A,E,22,7552.2,6888.0,532.59,87,180,110085
36.9,A,E,22,7527.6,7011.0,532.59,62,1296,110085
36.9,D,G,19,7724.4,7011.0,525.2099999999999,-7,239,110085
36.9,D,G,19,7749.0,6519.0,521.52,93,1640,110085
36.9,B,E,22,7539.9,7257.0,526.44,-1,1214,110085
36.9,C,G,19,7810.5,6765.0,523.98,-4,610,110085
49.2,A,E,9,7515.3,7011.0,586.7099999999999,100,879,110085
41.82,A,G,22,7638.3,7011.0,547.35,39,371,110085
36.9,A,E,22,7453.8,7011.0,532.59,-23,1755,110085
36.9,B,G,19,7380.0,7257.0,531.36,123,786,110085
36.9,A,G,19,7699.8,7011.0,526.44,92,339,110085
36.9,C,G,19,7847.4,6765.0,521.52,38,540,110085
36.9,A,E,22,7601.4,6888.0,528.9,-58,677,110085
41.82,A,G,22,7638.3,6765.0,548.58,5,320,110085
36.9,A,G,19,7589.1,6765.0,530.13,-66,412,110085
36.9,A,G,19,7490.7,7011.0,527.67,-65,1067,110085
36.9,B,G,19,7576.8,7380.0,527.67,-51,976,110085
36.9,D,G,19,7724.4,7011.0,526.44,35,1294,110085
36.9,A,E,22,7392.3,7011.0,538.74,139,407,110085
36.9,A,E,22,7564.5,7011.0,532.59,85,1186,110085
36.9,A,G,19,7552.2,7011.0,532.59,85,646,110085
36.9,A,G,19,7626.0,6888.0,528.9,-20,319,110085
49.2,A,D,10,7724.4,7011.0,575.64,119,426,110085
47.97,A,F,4,7687.5,7011.0,573.1800000000001,-57,387,110085
61.5,A,I,3,7650.6,6519.0,628.5300000000001,6,1590,110085
47.97,A,I,19,7662.9,6642.0,576.87,138,659,110085
43.05,B,I,5,7687.5,7134.0,552.27,-33,1138,58056
36.9,C,H,3,7859.7,6888.0,525.2099999999999,-90,448,58179
36.9,B,H,3,7490.7,7257.0,535.05,72,211,58179
36.9,B,J,10,7650.6,7134.0,528.9,-49,232,58179
36.9,B,J,10,7576.8,7503.0,532.59,-22,503,58179
36.9,B,J,10,7453.8,7257.0,538.74,-29,923,58179
44.28,B,G,3,7478.4,7134.0,562.11,117,1140,58179
36.9,D,H,10,7490.7,7503.0,531.36,77,83,58179
36.9,B,H,10,7662.9,7134.0,530.13,33,1107,58179
44.28,B,G,3,7675.2,7134.0,560.88,-67,407,58179
36.9,D,H,10,7712.1,7257.0,519.06,6,720,58179
36.9,D,I,4,7749.0,6519.0,523.98,53,639,58179
36.9,A,I,4,7687.5,7011.0,527.67,111,1237,58179
36.9,D,I,4,7736.7,7134.0,523.98,-43,399,58179
36.9,D,H,10,7687.5,7134.0,523.98,10,440,58179
36.9,D,H,10,7515.3,7503.0,530.13,136,358,58179
36.9,A,I,4,7503.0,6888.0,535.05,72,507,58179
36.9,A,I,4,7687.5,6642.0,527.67,-12,405,58179
36.9,D,H,10,7490.7,7503.0,525.2099999999999,-52,1046,58179
36.9,D,I,4,7429.2,7134.0,533.8199999999999,62,341,58179
36.9,B,I,4,7355.4,7380.0,533.8199999999999,143,142,58179
49.2,D,H,10,7761.3,7626.0,584.25,87,277,110085
44.28,A,F,9,7675.2,6765.0,558.42,4,1614,110208
44.28,A,F,9,7589.1,7011.0,563.34,153,1401,110208
45.51,A,E,9,7601.4,6642.0,567.0300000000001,17,1410,110208
45.51,A,E,9,7687.5,6519.0,564.5699999999999,-56,1393,110208
63.96,A,J,5,7552.2,6937.2,633.45,-58,1512,110208
49.2,A,H,5,7601.4,7011.0,584.25,10,1604,110208
51.66,A,G,5,7576.8,6888.0,591.63,130,1666,110208
40.59,D,F,19,7220.1,6765.0,560.88,72,1265,110331
38.13,D,F,22,7675.2,7380.0,526.44,84,1568,110331
38.13,A,F,22,7638.3,6888.0,535.05,-11,559,110331
43.05,D,G,19,7699.8,7257.0,544.89,43,246,110454
46.74,A,H,9,7638.3,6642.0,568.26,21,596,110454
49.2,C,D,4,7773.6,6888.0,576.87,19,664,110454
49.2,A,E,4,7638.3,6765.0,584.25,141,1558,110454
40.59,A,E,9,7466.1,6765.0,552.27,71,313,110454
39.36,A,F,22,7626.0,6765.0,542.4300000000001,12,1590,110454
41.82,A,G,4,7539.9,6765.0,555.9599999999999,-20,531,110454
39.36,A,E,4,7576.8,6765.0,544.89,-9,1586,110454
39.36,A,E,4,7503.0,7011.0,541.2,132,819,110454
39.36,A,E,4,7552.2,6888.0,543.66,100,96,110454
39.36,A,G,19,7589.1,7011.0,539.9699999999999,-23,256,110454
39.36,A,G,19,7552.2,6765.0,543.66,68,1329,110454
39.36,A,G,19,7601.4,6765.0,538.74,69,455,110454
51.66,B,H,5,7490.7,7134.0,596.55,40,1828,110454
51.66,B,H,5,7638.3,7257.0,591.63,140,1248,110454
51.66,A,H,5,7650.6,7011.0,590.4,106,129,110454
51.66,A,H,5,7736.7,7011.0,595.3199999999999,32,773,110454
46.74,B,F,5,7712.1,7134.0,568.26,-17,701,110454
46.74,A,E,5,7613.7,6765.0,578.1,-3,1426,110454
51.66,B,H,5,7626.0,7257.0,589.17,-44,206,110454
51.66,A,E,3,7675.2,6765.0,591.63,24,305,110454
51.66,A,E,3,7736.7,6888.0,590.4,32,921,110454
51.66,A,D,3,7675.2,7011.0,591.63,0,1370,110454
51.66,B,D,3,7638.3,7257.0,592.86,124,1590,110454
51.66,B,D,3,7392.3,7134.0,600.24,-70,1295,110454
51.66,B,D,3,7380.0,7503.0,601.4699999999999,161,1220,110454
46.74,B,I,4,7367.7,7380.0,580.56,-85,1240,110454
46.74,B,I,4,7539.9,7380.0,571.95,71,983,110454
46.74,B,H,10,7601.4,7134.0,573.1800000000001,-87,1265,110454
46.74,A,H,10,7724.4,6765.0,573.1800000000001,61,583,110454
46.74,B,H,10,7441.5,7257.0,576.87,6,1853,110454
46.74,B,H,10,7453.8,7134.0,578.1,131,336,110454
46.74,B,H,10,7490.7,7380.0,574.41,29,411,110454
46.74,B,H,10,7749.0,6888.0,567.0300000000001,56,525,110454
50.43,B,G,4,7687.5,7257.0,581.7900000000001,-54,1554,110577
50.43,D,G,4,7712.1,7011.0,583.02,-87,703,110577
50.43,B,G,4,7699.8,7134.0,578.1,57,377,110577
50.43,A,G,4,7589.1,7011.0,587.94,117,202,110577
50.43,D,G,4,7675.2,7011.0,579.33,-33,1200,110577
50.43,A,G,4,7478.4,7011.0,590.4,-52,1851,110577
50.43,A,G,4,7675.2,7011.0,578.1,103,963,110577
50.43,D,G,4,7441.5,7011.0,591.63,152,343,110577
50.43,A,H,9,7626.0,6888.0,583.02,89,1009,110577
50.43,A,G,4,7564.5,6888.0,586.7099999999999,6,1234,110577
50.43,B,G,4,7613.7,7134.0,584.25,55,1771,110577
50.43,A,G,4,7576.8,7011.0,583.02,58,1417,110577
50.43,D,G,4,7380.0,7503.0,586.7099999999999,-83,1744,110577
50.43,D,G,4,7466.1,7134.0,589.17,79,301,110577
50.43,B,G,4,7404.6,7257.0,589.17,160,1522,110577
50.43,A,G,4,7552.2,6765.0,587.94,-30,1208,110577
50.43,B,G,4,7638.3,7380.0,580.56,-44,1188,110577
50.43,B,G,4,7613.7,7380.0,578.1,-48,1853,110577
50.43,A,G,4,7613.7,7011.0,585.48,130,84,110577
50.43,A,G,4,7478.4,6888.0,589.17,-48,1251,110577
50.43,D,G,4,7662.9,6888.0,586.7099999999999,87,1076,110577
50.43,B,G,4,7441.5,7134.0,585.48,42,1612,110577
50.43,A,H,9,7687.5,6888.0,583.02,57,773,110577
50.43,D,G,4,7589.1,7011.0,584.25,56,1501,110577
50.43,D,H,9,7650.6,7134.0,579.33,-52,311,110577
46.74,C,F,10,7675.2,6678.9,565.8,-77,1569,110577
61.5,B,I,3,7355.4,6888.0,643.2900000000001,124,1481,110700
47.97,D,E,4,7380.0,7257.0,585.48,66,628,110700
50.43,A,G,10,7576.8,6642.0,591.63,63,1812,110700
43.05,A,E,4,7626.0,6765.0,558.42,15,1807,110700
39.36,A,F,4,7539.9,6888.0,546.12,113,1285,110700
39.36,A,F,4,7613.7,6888.0,541.2,23,792,110700
39.36,A,E,10,7539.9,7011.0,547.35,-43,71,110700
39.36,A,E,10,7613.7,6765.0,544.89,-2,1155,110700
39.36,A,E,10,7638.3,6765.0,543.66,107,1458,110700
49.2,B,G,5,7281.6,7503.0,591.63,-26,885,110700
49.2,B,G,5,7576.8,7257.0,580.56,7,1124,110700
49.2,A,G,5,7404.6,6888.0,594.09,-53,1687,110700
49.2,B,G,5,7626.0,7257.0,583.02,23,1629,110700
49.2,D,G,5,7380.0,7749.0,590.4,36,1296,110700
49.2,B,G,5,7712.1,7257.0,579.33,21,1229,110700
49.2,B,G,5,7626.0,7257.0,580.56,44,1844,110700
39.36,B,E,10,7441.5,7134.0,551.0400000000001,73,524,110700
39.36,B,E,10,7503.0,7257.0,547.35,88,1473,110700
39.36,A,E,10,7478.4,6765.0,552.27,-83,950,110700
39.36,A,E,10,7589.1,6888.0,546.12,94,1789,110700
39.36,A,E,10,7662.9,7011.0,543.66,19,1014,110700
39.36,B,E,10,7527.6,7257.0,544.89,-76,1172,110700
39.36,A,E,10,7552.2,6888.0,544.89,-67,572,110700
39.36,A,E,10,7638.3,6888.0,544.89,-7,75,110700
39.36,A,E,10,7638.3,6642.0,543.66,150,291,110700
39.36,A,E,10,7638.3,6765.0,544.89,55,582,110700
39.36,A,E,10,7626.0,6765.0,548.58,158,721,110700
39.36,A,E,10,7626.0,6765.0,542.4300000000001,38,494,110700
39.36,B,E,10,7441.5,7257.0,544.89,131,1288,110700
39.36,A,E,10,7564.5,6765.0,544.89,9,1577,110700
39.36,A,E,10,7626.0,6642.0,542.4300000000001,44,1213,110700
39.36,A,E,10,7650.6,6888.0,542.4300000000001,32,743,110700
39.36,A,E,10,7638.3,6888.0,542.4300000000001,-64,1831,110700
39.36,A,E,10,7699.8,6519.0,538.74,-42,220,110700
39.36,A,E,10,7626.0,7011.0,542.4300000000001,-64,846,110700
39.36,A,E,10,7650.6,6765.0,538.74,-55,401,110700
39.36,A,E,10,7589.1,6765.0,543.66,-83,1128,110700
39.36,A,E,10,7736.7,6888.0,539.9699999999999,-50,1313,110700
39.36,A,E,10,7626.0,6765.0,538.74,-10,1298,110700
39.36,A,E,10,7650.6,6765.0,538.74,-14,1576,110700
39.36,A,E,10,7724.4,6642.0,538.74,24,115,110700
39.36,B,E,10,7539.9,7257.0,539.9699999999999,-89,1638,110700
39.36,A,E,10,7613.7,6888.0,541.2,42,210,110700
60.269999999999996,B,J,3,7355.4,7257.0,632.2199999999999,-84,1656,110700
39.36,A,E,10,7576.8,6765.0,543.66,9,1644,110700
52.89,B,D,10,7343.1,7257.0,601.4699999999999,56,1826,110823
40.59,B,F,9,7662.9,7380.0,544.89,-6,1056,110823
38.13,A,F,19,7392.3,7257.0,538.74,-14,1207,110823
38.13,A,F,19,7515.3,6765.0,542.4300000000001,-47,1073,110823
38.13,A,F,19,7576.8,6888.0,535.05,99,1473,110823
38.13,A,F,19,7589.1,6888.0,533.8199999999999,134,415,110823
38.13,A,F,19,7626.0,6765.0,537.51,-29,967,110823
38.13,A,F,19,7589.1,6888.0,538.74,-82,134,110823
38.13,A,F,19,7466.1,6888.0,543.66,72,956,110823
40.59,A,H,22,7687.5,6888.0,546.12,20,1226,110823
40.59,A,G,9,7699.8,6519.0,547.35,2,286,110823
47.97,A,G,9,7613.7,6888.0,575.64,-4,927,110946
47.97,A,G,9,7466.1,6765.0,584.25,114,1543,110946
47.97,A,G,9,7453.8,7011.0,580.56,-27,617,110946
51.66,A,E,10,7490.7,7011.0,596.55,11,1695,110946
44.28,D,G,4,7552.2,6765.0,569.49,-57,1202,111069
46.74,A,H,22,7527.6,7011.0,571.95,6,466,111069
38.13,A,F,22,7576.8,6888.0,533.8199999999999,-68,1627,111069
38.13,A,E,22,7503.0,7011.0,539.9699999999999,73,343,111069
38.13,A,E,22,7576.8,7011.0,538.74,2,1228,111069
52.89,B,E,3,7503.0,7380.0,607.62,-23,1066,111069
72.57,D,G,41,7945.799999999999,6888.0,646.98,72,1675,111069
56.580000000000005,D,F,5,7392.3,7011.0,616.23,44,1436,111192
46.74,C,E,22,7675.2,7872.0,564.5699999999999,103,1404,111192
49.2,A,E,10,7490.7,6888.0,587.94,-13,1433,111192
50.43,A,F,5,7576.8,7011.0,590.4,122,1374,111192
50.43,C,F,5,7835.1,7134.0,583.02,32,463,111192
50.43,A,F,5,7749.0,6888.0,587.94,-43,566,111192
50.43,D,F,5,7798.2,7011.0,583.02,-83,152,111192
50.43,D,F,5,7761.3,7257.0,584.25,-61,1848,111192
50.43,D,F,5,7810.5,6888.0,584.25,153,939,111192
50.43,B,E,5,7527.6,7257.0,592.86,55,1733,111192
50.43,B,E,5,7293.9,7503.0,595.3199999999999,-82,450,111192
50.43,A,E,5,7552.2,7011.0,590.4,-72,222,111192
50.43,D,E,5,7441.5,7749.0,591.63,107,1259,111192
50.43,A,E,5,7601.4,6888.0,587.94,58,1431,111192
50.43,B,E,5,7564.5,7503.0,587.94,-34,229,111192
50.43,A,E,5,7724.4,7011.0,584.25,7,1672,111192
50.43,C,E,5,7822.8,7134.0,583.02,47,402,111192
50.43,B,E,5,7724.4,7134.0,586.7099999999999,-56,1830,111192
50.43,D,E,5,7761.3,7011.0,587.94,15,1075,111192
50.43,C,E,5,7822.8,6888.0,581.7900000000001,104,653,111192
50.43,D,E,5,7773.6,7134.0,580.56,13,460,111192
43.05,A,E,22,7601.4,6888.0,553.5,53,115,111315
52.89,D,I,22,7749.0,6888.0,594.09,88,1435,111315
52.89,D,F,10,7576.8,7257.0,587.94,38,1657,111315
52.89,A,F,10,7515.3,6888.0,600.24,115,1631,111315
52.89,D,F,10,7515.3,7011.0,597.7800000000001,126,1723,111315
52.89,D,F,10,7527.6,7257.0,595.3199999999999,118,420,111315
52.89,D,F,10,7539.9,7257.0,591.63,161,1178,111315
52.89,B,F,10,7355.4,7134.0,601.4699999999999,-52,1185,111315
39.36,A,H,22,7539.9,6888.0,543.66,58,1004,111315
36.9,A,D,22,7613.7,7011.0,525.2099999999999,11,1586,111315
56.580000000000005,A,E,5,7626.0,6642.0,611.31,148,268,111315
39.36,A,G,19,7564.5,6765.0,541.2,25,535,111315
36.9,B,G,22,7675.2,7257.0,530.13,7,1076,111315
50.43,D,E,4,7429.2,7257.0,590.4,39,724,111438
46.74,D,F,10,7613.7,6740.4,569.49,-5,541,111438
41.82,A,F,22,7552.2,6765.0,557.19,25,1002,111438
40.59,A,E,22,7466.1,7011.0,548.58,157,1692,111438
40.59,A,E,22,7650.6,6642.0,548.58,-16,652,111438
43.05,A,F,10,7638.3,7011.0,559.65,18,449,111438
43.05,A,F,10,7552.2,6765.0,565.8,-19,1801,111438
43.05,B,H,9,7712.1,7134.0,553.5,-8,1029,111438
43.05,A,H,9,7749.0,6765.0,553.5,-19,905,111438
43.05,B,H,9,7687.5,7134.0,554.73,-83,763,111438
43.05,B,H,9,7613.7,7134.0,558.42,33,987,111438
43.05,A,H,9,7281.6,6888.0,571.95,-69,437,111438
43.05,A,G,4,7699.8,6642.0,560.88,-33,1096,111438
43.05,B,G,4,7527.6,6888.0,560.88,158,191,111438
43.05,B,G,4,7466.1,7503.0,563.34,142,1729,111438
43.05,A,G,4,7441.5,7011.0,563.34,74,1167,111438
43.05,B,G,4,7736.7,7134.0,552.27,-63,1132,111438
43.05,B,G,4,7589.1,7503.0,555.9599999999999,4,1403,111438
43.05,B,G,4,7662.9,7257.0,557.19,133,1204,111438
43.05,A,G,4,7613.7,6765.0,557.19,11,573,111438
43.05,B,G,4,7527.6,7134.0,558.42,106,802,111438
43.05,A,G,4,7687.5,6765.0,559.65,10,1848,111438
43.05,A,G,4,7638.3,6888.0,560.88,-56,1284,111438
43.05,A,F,10,7552.2,6642.0,563.34,70,1278,111438
43.05,A,F,10,7662.9,6765.0,560.88,51,1199,111438
43.05,A,F,10,7552.2,6642.0,563.34,142,639,111438
43.05,A,F,10,7441.5,7011.0,565.8,135,316,111438
43.05,B,F,10,7564.5,7257.0,559.65,49,1480,111438
43.05,B,F,10,7552.2,7257.0,560.88,33,1077,111438
43.05,A,F,10,7564.5,7011.0,560.88,-26,1497,111438
43.05,A,F,10,7478.4,7011.0,560.88,141,1229,111438
43.05,A,F,10,7613.7,6642.0,558.42,98,152,111438
43.05,B,F,10,7626.0,7257.0,559.65,23,776,111438
43.05,A,F,10,7675.2,7011.0,554.73,122,1258,111438
43.05,A,F,10,7650.6,6765.0,557.19,150,1022,111438
43.05,B,F,10,7613.7,7134.0,558.42,71,946,111438
43.05,A,F,10,7699.8,6888.0,555.9599999999999,-87,261,111438
51.66,A,G,10,7650.6,6654.3,590.4,106,1115,111561
50.43,D,D,5,7798.2,6888.0,585.48,160,490,111561
49.2,A,E,5,7687.5,7011.0,583.02,-5,1733,111561
49.2,B,E,5,7724.4,7257.0,581.7900000000001,9,845,111561
49.2,B,E,5,7724.4,7257.0,578.1,122,1742,111561
38.13,A,H,22,7650.6,6642.0,539.9699999999999,147,1711,111561
38.13,B,H,22,7441.5,7134.0,544.89,159,1778,111561
38.13,A,H,22,7564.5,6642.0,539.9699999999999,91,1401,111561
38.13,B,H,22,7749.0,7134.0,537.51,-67,1822,111561
38.13,A,H,22,7650.6,6888.0,537.51,148,322,111561
38.13,A,H,22,7564.5,6888.0,538.74,154,326,111561
38.13,A,H,22,7576.8,6765.0,538.74,-4,488,111561
38.13,B,H,22,7601.4,7134.0,533.8199999999999,-67,1772,111561
38.13,D,H,22,7785.9,7134.0,531.36,-89,1471,111561
38.13,B,H,22,7699.8,7134.0,532.59,-25,456,111561
38.13,D,H,22,7785.9,6888.0,531.36,78,772,111561
38.13,D,H,22,7761.3,7011.0,530.13,98,326,111561
38.13,A,G,9,7478.4,6888.0,541.2,115,748,111561
36.9,A,H,10,7466.1,7011.0,532.59,98,1329,58179
36.9,D,H,10,7515.3,7503.0,527.67,72,245,58179
36.9,C,I,4,7785.9,7257.0,516.6,-24,1481,58179
36.9,B,I,4,7269.3,7257.0,535.05,53,193,58179
36.9,A,I,4,7576.8,6888.0,530.13,67,170,58179
36.9,B,I,4,7589.1,7257.0,523.98,109,84,58179
36.9,D,H,10,7712.1,7257.0,519.06,89,175,58179
41.82,A,G,5,7712.1,7011.0,551.0400000000001,77,103,58179
45.51,C,I,10,7872.0,6888.0,563.34,-40,402,58179
36.9,C,I,4,7810.5,7011.0,521.52,43,1680,58179
44.28,D,G,3,7613.7,6888.0,559.65,-52,901,58179
36.9,B,I,4,7576.8,7380.0,525.2099999999999,132,891,58179
36.9,D,H,10,7736.7,7257.0,523.98,85,539,58179
36.9,D,H,10,7749.0,7257.0,522.75,13,1056,58179
36.9,B,I,4,7441.5,7380.0,528.9,89,210,58179
36.9,D,I,4,7736.7,7257.0,519.06,94,799,58179
36.9,C,I,4,7835.1,7134.0,520.2900000000001,16,101,58179
36.9,D,H,10,7699.8,7134.0,519.06,82,1385,58179
36.9,D,I,4,7626.0,7134.0,522.75,-54,1602,58179
36.9,D,I,4,7232.4,7503.0,538.74,4,913,58179
43.05,A,H,3,7416.9,6765.0,567.0300000000001,69,834,58302
31.98,A,H,5,7441.5,7134.0,511.68,-67,859,58302
44.28,D,H,3,7527.6,6765.0,564.5699999999999,121,687,58425
29.52,D,D,5,7761.3,6765.0,485.85,18,863,58425
36.9,A,H,5,7687.5,6629.7,527.67,78,895,58425
38.13,B,G,9,7380.0,7626.0,546.12,66,437,111561
38.13,A,G,9,7613.7,6765.0,536.2800000000001,150,195,111561
38.13,A,G,9,7675.2,6888.0,536.2800000000001,98,658,111561
38.13,A,G,9,7552.2,6888.0,538.74,106,81,111561
38.13,A,G,9,7601.4,6888.0,536.2800000000001,41,1626,111561
38.13,B,G,9,7601.4,7134.0,536.2800000000001,18,1528,111561
38.13,B,G,9,7564.5,7134.0,533.8199999999999,-5,1385,111561
38.13,A,G,9,7712.1,7011.0,532.59,136,718,111561
38.13,D,G,9,7761.3,7011.0,531.36,-1,152,111561
38.13,A,G,9,7638.3,6888.0,532.59,53,365,111561
38.13,B,G,9,7736.7,7134.0,528.9,29,1636,111561
38.13,A,G,9,7699.8,7011.0,532.59,-47,831,111561
38.13,D,G,9,7773.6,7134.0,531.36,45,128,111561
38.13,B,G,9,7736.7,7134.0,530.13,55,763,111561
38.13,C,G,9,7847.4,6888.0,526.44,-75,1058,111561
38.13,D,G,9,7798.2,7257.0,527.67,145,225,111561
59.04,D,E,3,6789.6,7380.0,650.67,59,1548,111561
50.43,B,F,3,7416.9,7134.0,597.7800000000001,-89,944,111561
39.36,A,D,10,7355.4,7011.0,554.73,-60,697,111561
38.13,A,H,22,7601.4,7011.0,535.05,22,1512,111561
50.43,D,G,4,7576.8,7257.0,583.02,-5,728,111684
51.66,A,E,10,7576.8,7011.0,589.17,-58,1312,111684
43.05,D,F,22,7662.9,6888.0,557.19,9,1142,111807
49.2,D,F,4,7798.2,6642.0,575.64,-27,199,111807
49.2,D,E,4,7785.9,6765.0,573.1800000000001,106,1219,111807
49.2,C,G,10,7724.4,6691.2,574.41,-31,1812,111807
45.51,A,G,9,7626.0,6888.0,568.26,122,1318,111807
49.2,A,D,10,7650.6,6765.0,580.56,32,1189,111807
50.43,A,F,5,7441.5,6888.0,591.63,-85,565,111807
51.66,D,D,10,7847.4,6642.0,583.02,-4,133,111930
51.66,D,D,10,7466.1,7380.0,589.17,-73,600,111930
51.66,D,F,4,7490.7,7134.0,595.3199999999999,62,1449,111930
51.66,A,H,9,7515.3,6888.0,590.4,93,435,111930
39.36,A,D,22,7601.4,6888.0,537.51,84,233,111930
39.36,B,D,22,7626.0,7380.0,537.51,-40,1450,111930
43.05,A,D,9,7503.0,7011.0,558.42,140,1442,111930
36.9,B,D,10,7699.8,7503.0,522.75,-35,212,112053
36.9,B,D,10,7626.0,7257.0,525.2099999999999,-4,1054,112053
47.97,A,H,9,7613.7,6642.0,578.1,87,972,112053
56.580000000000005,A,I,4,7662.9,6888.0,606.39,40,847,112053
47.97,A,E,10,7539.9,6888.0,579.33,123,1809,112053
54.12,A,H,5,7576.8,6888.0,599.01,-62,978,112053
36.9,A,D,10,7539.9,7011.0,536.2800000000001,87,1750,112053
36.9,B,D,10,7441.5,7134.0,538.74,-40,1543,112053
36.9,A,E,4,7589.1,7011.0,530.13,19,736,112053
36.9,B,E,4,7601.4,7134.0,532.59,-14,1671,112053
36.9,A,E,4,7466.1,7011.0,536.2800000000001,25,977,112053
36.9,A,E,4,7478.4,7011.0,536.2800000000001,-11,667,112053
36.9,B,D,10,7687.5,7257.0,526.44,50,855,112053
36.9,B,E,4,7613.7,7380.0,528.9,136,1703,112053
36.9,A,D,10,7552.2,6642.0,533.8199999999999,8,1609,112053
36.9,B,D,10,7429.2,7257.0,535.05,-73,1241,112053
36.9,A,D,10,7626.0,6888.0,535.05,76,1695,112053
36.9,A,D,10,7503.0,6765.0,536.2800000000001,18,1100,112053
36.9,A,D,10,7589.1,6765.0,536.2800000000001,23,1307,112053
36.9,B,D,10,7466.1,7380.0,537.51,51,189,112053
36.9,A,D,10,7478.4,7011.0,538.74,-78,805,112053
36.9,A,D,10,7490.7,7011.0,535.05,-71,1831,112053
36.9,B,D,10,7453.8,7134.0,536.2800000000001,-43,109,112053
36.9,A,D,10,7601.4,6765.0,536.2800000000001,-26,1489,112053
36.9,A,D,10,7478.4,7011.0,533.8199999999999,-84,1336,112053
36.9,A,D,10,7552.2,6765.0,533.8199999999999,-17,1183,112053
36.9,A,D,10,7576.8,7011.0,532.59,-83,1724,112053
36.9,A,D,10,7662.9,6642.0,532.59,55,1310,112053
36.9,A,D,10,7601.4,6765.0,533.8199999999999,51,1476,112053
36.9,B,D,10,7503.0,7380.0,532.59,-45,653,112053
